id,name,host_id,host_name,host_since,host_is_superhost,neighbourhood,zipcode,latitude,longitude,is_location_exact,property_type,room_type,accommodates,bathrooms,bedrooms,beds,amenities,cleaning_fee,minimum_nights,maximum_nights,availability_30,availability_60,availability_90,availability_365,number_of_reviews,first_review,last_review,instant_bookable,is_business_travel_ready,calculated_host_listings_count,reviews_per_month,neighborhood
33578,Potrero Hill Garden Lookout,145258,Kepa,2010-06-15,t,Potrero Hill,94107,37.764509999999994,-122.39643000000001,t,House,Entire home/apt,2,1.0,1.0,0.0,"['TV', 'Cable TV', 'Internet', 'Wifi', 'Heating', 'Washer', 'Dryer', 'Smoke alarm', 'Carbon monoxide alarm', 'First aid kit', 'Safety card', 'Fire extinguisher', 'Essentials', 'Shampoo', '24-hour check-in', 'Hangers', 'Hair dryer', 'Iron', 'Laptop-friendly workspace', 'translation missing: en.hosting_amenity_49', 'translation missing: en.hosting_amenity_50', 'Private entrance', 'Hot water', 'Bed linens', 'Extra pillows and blankets', 'Pocket wifi', 'Microwave', 'Coffee maker', 'Refrigerator', 'Dishes and silverware', 'Patio or balcony', 'Garden or backyard', 'Luggage dropoff allowed', 'Other', 'Full kitchen']",110.0,1,14,30,60,90,360,598,2010-09-21,2020-03-06,f,f,2,5.05,Potrero Hill
39174,Bette's New Place,127367,Annette,2010-05-18,t,Noe Valley,94110,37.7483,-122.42488,t,Guest suite,Entire home/apt,2,1.0,1.0,1.0,"['TV', 'Cable TV', 'Wifi', 'Kitchen', 'Pets allowed', 'Free street parking', 'Indoor fireplace', 'Heating', 'Family/kid friendly', 'Smoke alarm', 'Carbon monoxide alarm', 'Fire extinguisher', 'Essentials', 'Shampoo', '24-hour check-in', 'Hangers', 'Hair dryer', 'Iron', 'Laptop-friendly workspace', 'translation missing: en.hosting_amenity_50', 'Self check-in', 'Lockbox', 'Private entrance', 'Hot water', 'Bed linens', 'Extra pillows and blankets', 'Microwave', 'Coffee maker', 'Refrigerator', 'Dishes and silverware', 'Cooking basics', 'Luggage dropoff allowed', 'Long term stays allowed']",155.0,30,1125,30,60,90,365,21,2011-09-06,2019-09-30,f,f,17,0.2,Noe Valley
39418,"Comfortable Home Base, Bernal Heights",169184,Therese And Nelson,2010-07-17,f,Bernal Heights,94110,37.74093,-122.42055,t,Apartment,Entire home/apt,2,1.0,0.0,1.0,"['TV', 'Cable TV', 'Wifi', 'Kitchen', 'Heating', 'Washer', 'Dryer', 'Smoke alarm', 'Carbon monoxide alarm', 'Essentials', 'Hangers', 'Hair dryer', 'Iron', 'Laptop-friendly workspace', 'translation missing: en.hosting_amenity_49', 'translation missing: en.hosting_amenity_50', 'Private entrance', 'Hot water', 'Bed linens', 'Extra pillows and blankets', 'Microwave', 'Coffee maker', 'Refrigerator', 'Dishwasher', 'Dishes and silverware', 'Cooking basics', 'Oven', 'Stove', 'Single level home']",65.0,60,730,30,60,90,365,22,2011-08-08,2019-08-20,f,f,2,0.2,Bernal Heights
40092,Cute Private Apt in the hip Mission,172182,Brian & Leah,2010-07-19,t,Mission District,94110,37.76016,-122.41968999999999,t,Apartment,Entire home/apt,2,1.0,1.0,1.0,"['TV', 'Cable TV', 'Wifi', 'Kitchen', 'Pets allowed', 'Heating', 'Washer', 'Dryer', 'Smoke alarm', 'Carbon monoxide alarm', 'Essentials', 'Hangers', 'Hair dryer', 'Iron', 'Laptop-friendly workspace', 'Self check-in', 'Keypad', 'Bathtub', 'Pack ’n Play/travel crib', 'Hot water', 'Microwave', 'Coffee maker', 'Refrigerator', 'Dishes and silverware', 'Cooking basics', 'Oven', 'Stove', 'BBQ grill', 'Patio or balcony', 'Garden or backyard', 'Luggage dropoff allowed', 'Long term stays allowed']",50.0,30,400,0,0,0,0,97,2010-09-12,2019-03-19,t,f,2,0.82,Mission
41055,Cozy Castro Cottage with Cat,178043,Chas,2010-07-22,f,The Castro,94114,37.76125,-122.43335,f,House,Entire home/apt,3,1.0,1.0,1.0,"['TV', 'Internet', 'Wifi', 'Kitchen', 'Pets live on this property', 'Cat(s)', 'Buzzer/wireless intercom', 'Heating', 'Washer', 'Dryer', 'Smoke alarm', 'Carbon monoxide alarm', 'First aid kit', 'Fire extinguisher', 'Essentials', 'Shampoo', 'Hangers', 'Hair dryer', 'Iron', 'Laptop-friendly workspace', 'Private entrance', 'Garden or backyard']",120.0,4,29,0,6,36,36,56,2010-09-05,2020-01-17,f,f,2,0.47,Castro/Upper Market
41172,Sue's Place,53314,Sue,2009-11-11,t,Bernal Heights,94110,37.74132,-122.41818,t,House,Private room,2,2.0,1.0,1.0,"['Wifi', 'Pool', 'Kitchen', 'Breakfast', 'Free street parking', 'Hot tub', 'Heating', 'Family/kid friendly', 'Smoke alarm', 'Carbon monoxide alarm', 'First aid kit', 'Safety card', 'Fire extinguisher', 'Essentials', 'Shampoo', 'Lock on bedroom door', 'Hangers', 'Hair dryer', 'Iron', 'Laptop-friendly workspace', 'Private entrance', 'High chair', 'Children’s books and toys', 'Pack ’n Play/travel crib', 'Hot water', 'Luggage dropoff allowed', 'Long term stays allowed', 'Other']",50.0,3,30,29,59,89,361,263,2010-09-01,2020-02-24,f,f,1,2.21,Bernal Heights
41399,"Heart of San Francisco, the Mission",180530,Anton,2010-07-25,f,Mission District,94110,37.75611,-122.41866,t,Apartment,Entire home/apt,4,1.0,2.0,2.0,"['TV', 'Internet', 'Wifi', 'Kitchen', 'Free parking on premises', 'Indoor fireplace', 'Heating', 'Washer', 'Dryer', 'Smoke alarm', 'Carbon monoxide alarm', 'First aid kit', 'Fire extinguisher', 'Essentials', 'Shampoo', 'Hangers', 'Hair dryer', 'Iron', 'Laptop-friendly workspace', 'translation missing: en.hosting_amenity_49', 'translation missing: en.hosting_amenity_50', 'Self check-in', 'Lockbox', 'Hot water', 'Microwave', 'Coffee maker', 'Refrigerator', 'Dishwasher', 'Dishes and silverware', 'Cooking basics', 'Oven', 'Stove', 'BBQ grill', 'Patio or balcony', 'Garden or backyard', 'Long term stays allowed']",120.0,30,365,30,60,90,365,81,2012-11-04,2020-01-13,f,f,1,0.88,Mission
41609,Spacious Quiet SF Downtown Retreat,54299,Peter,2009-11-14,t,Nob Hill,94109,37.790009999999995,-122.41292,t,Condominium,Entire home/apt,3,1.0,1.0,2.0,"['TV', 'Cable TV', 'Internet', 'Wifi', 'Wheelchair accessible', 'Pool', 'Kitchen', 'Pets allowed', 'Doorman', 'Gym', 'Elevator', 'Buzzer/wireless intercom', 'Heating', 'Family/kid friendly', 'Washer', 'Dryer', 'Smoke alarm', 'Carbon monoxide alarm', 'First aid kit', 'Safety card', 'Fire extinguisher', 'Essentials', 'Shampoo', '24-hour check-in', 'Hangers', 'Hair dryer', 'Iron', 'Laptop-friendly workspace', 'Self check-in', 'Building staff', 'Bathtub', 'Hot water', 'Bed linens', 'Microwave', 'Coffee maker', 'Refrigerator', 'Dishwasher', 'Dishes and silverware', 'Cooking basics', 'Oven', 'Stove', 'Single level home', 'Patio or balcony', 'Luggage dropoff allowed', 'Long term stays allowed', 'Paid parking on premises']",0.0,30,730,6,6,6,261,16,2010-12-02,2020-05-02,t,f,1,0.14,Nob Hill
42577,Garden View Hideaway - PET FRIENDLY,127367,Annette,2010-05-18,t,Dogpatch,94107,37.75447,-122.38813,t,Guest suite,Entire home/apt,3,1.0,2.0,2.0,"['TV', 'Cable TV', 'Internet', 'Wifi', 'Kitchen', 'Pets allowed', 'Free street parking', 'Heating', 'Family/kid friendly', 'Washer', 'Dryer', 'Smoke alarm', 'Carbon monoxide alarm', 'Fire extinguisher', 'Essentials', 'Shampoo', '24-hour check-in', 'Hangers', 'Hair dryer', 'Iron', 'Laptop-friendly workspace', 'Self check-in', 'Keypad', 'Private entrance', 'Hot water', 'Bed linens', 'Extra pillows and blankets', 'Microwave', 'Coffee maker', 'Refrigerator', 'Dishes and silverware', 'Cooking basics', 'Oven', 'Stove', 'Garden or backyard', 'Luggage dropoff allowed', 'Long term stays allowed']",205.0,30,1125,30,60,90,365,2,2014-02-28,2017-08-20,f,f,17,0.03,Potrero Hill
45299,Private Castro Studio with 2 beds,178043,Chas,2010-07-22,f,The Castro,94114,37.76068,-122.43331,f,Guest suite,Entire home/apt,2,1.0,0.0,2.0,"['TV', 'Cable TV', 'Internet', 'Wifi', 'Pets live on this property', 'Cat(s)', 'Heating', 'Smoke alarm', 'Carbon monoxide alarm', 'Safety card', 'Fire extinguisher', 'Essentials', 'Shampoo', 'Hangers', 'Hair dryer', 'Iron', 'Laptop-friendly workspace', 'translation missing: en.hosting_amenity_49', 'Private entrance', 'Hot water', 'Bed linens', 'Extra pillows and blankets', 'Microwave', 'Refrigerator', 'Dishes and silverware', 'Garden or backyard', 'Luggage dropoff allowed', 'Other', 'Shower gel']",75.0,3,30,0,0,0,0,152,2010-08-17,2020-03-12,t,f,2,1.27,Castro/Upper Market
45956,Central in SF - Victorian Classic Home - 5 Stars,202591,Jeffrey,2010-08-15,t,Hayes Valley,94117,37.77248,-122.43016000000001,t,House,Private room,2,3.0,1.0,1.0,"['TV', 'Cable TV', 'Internet', 'Wifi', 'Kitchen', 'Free street parking', 'Indoor fireplace', 'Heating', 'Suitable for events', 'Washer', 'Dryer', 'Smoke alarm', 'Carbon monoxide alarm', 'First aid kit', 'Fire extinguisher', 'Essentials', 'Shampoo', 'Lock on bedroom door', '24-hour check-in', 'Hangers', 'Hair dryer', 'Iron', 'translation missing: en.hosting_amenity_49', 'translation missing: en.hosting_amenity_50', 'Self check-in', 'Keypad', 'Private living room', 'Hot water', 'Bed linens', 'Extra pillows and blankets', 'Microwave', 'Coffee maker', 'Refrigerator', 'Dishwasher', 'Dishes and silverware', 'Cooking basics', 'Oven', 'Stove', 'Garden or backyard', 'Luggage dropoff allowed', 'Long term stays allowed']",30.0,1,180,9,34,61,147,178,2012-10-14,2020-05-08,t,f,3,1.91,Hayes Valley
51773,Prime Location - Small Cozy Room,216682,Jay,2010-08-29,t,Pacific Heights,94109,37.79312,-122.426,t,Apartment,Private room,1,0.0,1.0,1.0,"['Internet', 'Wifi', 'Kitchen', 'Smoke alarm', 'Carbon monoxide alarm', 'Fire extinguisher', 'Essentials', 'Lock on bedroom door', 'Hair dryer', 'Hot water', 'Microwave', 'Coffee maker', 'Refrigerator', 'Dishwasher', 'Dishes and silverware', 'Cooking basics', 'Oven', 'Stove', 'Host greets you']",50.0,30,730,30,60,90,365,163,2011-05-05,2019-10-17,f,f,9,1.47,Pacific Heights
54634,Studio Apartment Lafayette Park,216682,Jay,2010-08-29,t,Pacific Heights,94109,37.79166,-122.4265,t,Apartment,Entire home/apt,2,1.0,1.0,1.0,"['TV', 'Cable TV', 'Internet', 'Wifi', 'Kitchen', 'Heating', 'Washer', 'Dryer', 'Smoke alarm', 'Carbon monoxide alarm', 'Essentials', 'Hangers', 'Hair dryer', 'Iron', 'Laptop-friendly workspace', 'translation missing: en.hosting_amenity_49', 'translation missing: en.hosting_amenity_50', 'Self check-in', 'Lockbox', 'Hot water', 'Coffee maker', 'Oven', 'Stove']",160.0,30,730,30,60,90,365,40,2010-10-11,2019-07-18,f,f,9,0.34,Pacific Heights
57479,Beautiful Alamo Park flat w deck,210882,Gaurav,2010-08-23,f,Western Addition/NOPA,94117,37.77459,-122.43923000000001,t,Apartment,Entire home/apt,5,2.0,2.0,2.0,"['TV', 'Cable TV', 'Internet', 'Wifi', 'Kitchen', 'Buzzer/wireless intercom', 'Heating', 'Family/kid friendly', 'Washer', 'Dryer', 'Smoke alarm', 'Carbon monoxide alarm', 'First aid kit', 'Fire extinguisher', 'Essentials', 'Shampoo', '24-hour check-in', 'Hangers', 'Hair dryer', 'Iron', 'Laptop-friendly workspace', 'Self check-in', 'Keypad', 'Bathtub', 'Game console', 'Microwave', 'Coffee maker', 'Refrigerator', 'Dishwasher', 'Dishes and silverware', 'Cooking basics', 'Oven', 'Stove', 'Patio or balcony', 'Long term stays allowed']",100.0,90,360,27,57,87,362,152,2010-11-11,2018-02-25,f,f,1,1.3,Western Addition
62519,Lovely Room in Charming Edwardian,304426,Abhay,2010-11-29,t,Noe Valley,94131,37.74183,-122.42993,t,Apartment,Private room,2,1.0,1.0,1.0,"['TV', 'Cable TV', 'Internet', 'Wifi', 'Kitchen', 'Pets live on this property', 'Dog(s)', 'Free street parking', 'Heating', 'Washer', 'Dryer', 'Smoke alarm', 'Carbon monoxide alarm', 'Fire extinguisher', 'Essentials', 'Shampoo', 'Lock on bedroom door', 'Hangers', 'Hair dryer', 'Iron', 'Laptop-friendly workspace', 'translation missing: en.hosting_amenity_49', 'Self check-in', 'Keypad', 'Hot water', 'Microwave', 'Coffee maker', 'Refrigerator', 'Dishwasher', 'Dishes and silverware', 'Cooking basics', 'Oven', 'Stove', 'Single level home', 'Patio or balcony', 'Luggage dropoff allowed']",45.0,2,28,0,0,0,0,37,2015-02-11,2019-10-14,f,f,2,0.57,Noe Valley
62651,GORGEOUS SAN FRANCISCO HOME,185923,Agnieszka,2010-07-30,f,Mission District,94110,37.76314,-122.42468000000001,t,House,Entire home/apt,6,2.5,3.0,4.0,"['TV', 'Cable TV', 'Internet', 'Wifi', 'Kitchen', 'Free parking on premises', 'Indoor fireplace', 'Buzzer/wireless intercom', 'Heating', 'Washer', 'Dryer', 'Smoke alarm', 'Carbon monoxide alarm', 'First aid kit', 'Fire extinguisher', 'Essentials', 'Shampoo', 'Hangers', 'Hair dryer', 'Iron', 'Laptop-friendly workspace', 'Self check-in', 'Keypad', 'Microwave', 'Coffee maker', 'Refrigerator', 'Dishwasher', 'Dishes and silverware', 'Cooking basics', 'Oven', 'Stove']",250.0,3,1125,29,59,89,364,56,2011-07-18,2020-03-21,t,f,1,0.52,Mission
63247,Lovely open plan en-suite bed/bath,290120,Anne,2010-11-17,f,Mission District,94110,37.74926,-122.41398000000001,t,Guest suite,Entire home/apt,2,1.0,1.0,1.0,"['TV', 'Internet', 'Wifi', 'Heating', 'Smoke alarm', 'Carbon monoxide alarm', 'Essentials', 'Shampoo', 'Hangers', 'Hair dryer', 'Iron', 'Laptop-friendly workspace', 'Private entrance', 'Hot water', 'Bed linens', 'Extra pillows and blankets', 'Microwave', 'Coffee maker', 'Refrigerator', 'Dishes and silverware']",75.0,3,28,30,60,90,365,382,2010-12-18,2020-02-28,f,f,1,3.31,Mission
66664,lovely 1 BEDROOM: GG Park/UCSF,252184,Oded,2010-10-03,t,Inner Sunset,94122,37.7571,-122.46593999999999,t,Apartment,Entire home/apt,3,1.0,1.0,0.0,"['TV', 'Cable TV', 'Wifi', 'Kitchen', 'Hot tub', 'Heating', 'Family/kid friendly', 'Washer', 'Dryer', 'Smoke alarm', '24-hour check-in']",140.0,30,120,22,52,82,82,44,2011-01-02,2017-04-04,f,f,1,0.38,Inner Sunset
69410,Private 1BR Inner Richmond Apt,347624,Patrick,2011-01-14,f,Richmond District,94118,37.77442,-122.46319,t,House,Entire home/apt,2,1.0,2.0,2.0,"['TV', 'Cable TV', 'Internet', 'Wifi', 'Free street parking', 'Heating', 'Family/kid friendly', 'Smoke alarm', 'Carbon monoxide alarm', 'Fire extinguisher', 'Essentials', 'Shampoo', '24-hour check-in', 'Hangers', 'Hair dryer', 'Iron', 'Laptop-friendly workspace', 'Self check-in', 'Keypad', 'Private entrance', 'Hot water', 'Bed linens', 'Extra pillows and blankets', 'Microwave', 'Coffee maker', 'Refrigerator', 'Dishes and silverware', 'Cooking basics', 'Luggage dropoff allowed', 'Long term stays allowed']",100.0,30,365,0,0,0,254,54,2011-05-15,2020-04-08,t,f,1,0.49,Richmond District
75423,Mission Outr Big Precious Roomy Room,305973,Maria,2010-11-30,f,Excelsior,94112,37.73077,-122.42586999999999,t,House,Private room,2,1.0,1.0,1.0,"['Wifi', 'Kitchen', 'Heating', 'Smoke alarm', 'Carbon monoxide alarm', 'First aid kit']",40.0,30,1825,29,59,89,364,35,2011-05-03,2019-08-10,f,f,14,0.32,Excelsior
77932,"FAB BDRM w/ PrvtBATH, Patio,Fridge",305973,Maria,2010-11-30,f,Excelsior,94112,37.73072,-122.42436000000001,t,House,Private room,3,1.0,1.0,1.0,"['Internet', 'Wifi', 'Kitchen', 'Heating', 'Washer', 'Dryer', 'Smoke alarm', 'Carbon monoxide alarm', 'First aid kit']",50.0,30,1825,18,48,78,353,24,2011-12-23,2019-12-22,f,f,14,0.23,Excelsior
78651,Heart of the Mission: Hot spot,142882,Jessica And Sebouh,2010-06-12,f,Mission District,94110,37.75615,-122.41927,t,Apartment,Private room,1,2.0,1.0,1.0,"['TV', 'Cable TV', 'Wifi', 'Kitchen', 'Paid parking off premises', 'Pets live on this property', 'Dog(s)', 'Cat(s)', 'Heating', 'Smoke alarm', 'Carbon monoxide alarm', 'First aid kit', 'Safety card', 'Fire extinguisher', 'Essentials', 'Shampoo', 'Lock on bedroom door', 'Hair dryer', 'translation missing: en.hosting_amenity_49', 'translation missing: en.hosting_amenity_50', 'Private entrance', 'Hot water', 'Host greets you']",100.0,30,360,30,60,90,365,92,2011-06-05,2019-10-25,t,f,2,0.84,Mission
84777,Upper Castro Studio,463637,John,2011-03-25,t,The Castro,94114,37.7586,-122.44519,t,Guest suite,Entire home/apt,2,1.0,1.0,1.0,"['Wifi', 'Free street parking', 'Heating', 'Family/kid friendly', 'Smoke alarm', 'Carbon monoxide alarm', 'Essentials', 'Shampoo', 'Hangers', 'Hair dryer', 'Iron', 'Laptop-friendly workspace', 'translation missing: en.hosting_amenity_50', 'Self check-in', 'Lockbox', 'Private entrance', 'Hot water', 'Bed linens', 'Extra pillows and blankets', 'Coffee maker', 'Refrigerator', 'Single level home', 'Luggage dropoff allowed', 'Long term stays allowed']",60.0,2,180,4,21,41,77,279,2011-05-06,2020-05-23,f,f,2,2.52,Castro/Upper Market
96383,Prime Location Bright Private Room,216682,Jay,2010-08-29,t,Pacific Heights,94109,37.79176,-122.42476,t,Apartment,Private room,1,0.0,1.0,1.0,"['Internet', 'Wifi', 'Kitchen', 'Smoke alarm', 'Carbon monoxide alarm', 'Fire extinguisher', 'Essentials', 'Lock on bedroom door', 'Hangers', 'Hair dryer', 'Iron', 'Laptop-friendly workspace', 'Hot water', 'Bed linens', 'Extra pillows and blankets', 'Microwave', 'Coffee maker', 'Refrigerator', 'Dishwasher', 'Dishes and silverware', 'Cooking basics', 'Oven', 'Stove', 'Host greets you']",70.0,30,365,30,60,90,365,135,2011-05-19,2020-04-10,f,f,9,1.22,Pacific Heights
114401,Room w/ a View in the Castro!,580606,George,2011-05-11,t,The Castro,94114,37.76102,-122.43005,t,Condominium,Private room,1,1.0,1.0,1.0,"['TV', 'Cable TV', 'Internet', 'Wifi', 'Pets live on this property', 'Cat(s)', 'Free street parking', 'Indoor fireplace', 'Heating', 'Smoke alarm', 'Fire extinguisher', 'Essentials', 'Shampoo', 'Hair dryer', 'Iron', 'Laptop-friendly workspace', 'Hot water', 'Microwave', 'Coffee maker', 'Refrigerator', 'Dishes and silverware', 'Cooking basics', 'Oven', 'Patio or balcony', 'Other']",0.0,1,1125,30,59,86,361,592,2011-05-27,2020-03-11,f,f,1,5.38,Castro/Upper Market
